Omrade,Omrnr,Linjenr,Linjenr_2,Aar,Dato,Dato_,Kl,Refnr,Adhann,Adhunn,Adubest,Kyll,Kyll_2,Ubest,Kyllald,Art,Kalktot,Linjeavst,Linjeavst_2,Flavst,RepTax,Stokk,Merknader
Børgefjell,2,1,1,1990,1990-08-05T22:00:00Z,6.8.,1899-12-30T11:05:00Z,2,0,0,1,0,0,0,NA,1,1,20,20,10,1,NA,Linje b
Børgefjell,2,1,1,1990,1990-08-05T22:00:00Z,6.8.,1899-12-30T13:50:00Z,3,1,1,0,2,2,0,NA,1,4,40,40,5,1,NA,Linje b
Børgefjell,2,1,1,1990,1990-08-05T22:00:00Z,6.8.,1899-12-30T14:45:00Z,4,1,1,0,0,0,0,NA,1,2,80,80,8,1,NA,Linje b. Hadde trolig kyllinger
Børgefjell,2,1,1,1990,1990-08-06T22:00:00Z,7.8.,1899-12-30T13:45:00Z,1,1,1,0,4,4,0,Små,1,6,40,40,5,1,NA,Linje 1 a
Børgefjell,2,1,1,1990,1990-08-06T22:00:00Z,7.8.,1899-12-30T14:07:00Z,2,2,0,1,0,0,0,NA,1,3,30,30,5,1,NA,Linje 1 a
Børgefjell,2,3,3,1990,1990-08-25T22:00:00Z,26.8.,1899-12-30T10:40:00Z,1,1,1,0,0,0,0,NA,1,2,20,20,3,1,NA,NA
Børgefjell,2,3,3,1990,1990-08-25T22:00:00Z,26.8.,1899-12-30T11:20:00Z,2,1,1,0,3,3,0,NA,1,5,20,20,2,1,NA,NA
Børgefjell,2,3,3,1990,1990-08-25T22:00:00Z,26.8.,1899-12-30T13:10:00Z,3,1,0,0,0,0,0,NA,1,1,30,30,1,1,NA,NA
Børgefjell,2,3,3,1990,1990-08-25T22:00:00Z,26.8.,1899-12-30T15:00:00Z,4,0,0,3,0,0,0,NA,1,3,50,50,10,1,NA,NA
Åmotsdalen,3,1,1,1991,1991-08-15T22:00:00Z,16.8.,1899-12-30T14:30:00Z,1,1,1,0,6,6,0,Store,1,8,0,0,10,1,NA,NA
Åmotsdalen,3,1,1,1991,1991-08-15T22:00:00Z,16.8.,1899-12-30T15:20:00Z,2,1,1,0,7,7,0,Middels,1,9,200,200,5,1,NA,NA
Åmotsdalen,3,1,1,1991,1991-08-15T22:00:00Z,16.8.,1899-12-30T16:00:00Z,3,1,0,0,1,1,0,Små,1,2,30,30,5,1,NA,NA
Åmotsdalen,3,1,1,1991,1991-08-15T22:00:00Z,16.8.,1899-12-30T16:35:00Z,4,0,1,0,5,5,0,Middels,1,6,10,10,10,1,NA,NA
Åmotsdalen,3,1,1,1991,1991-08-15T22:00:00Z,16.8.,1899-12-30T17:05:00Z,5,0,0,0,3,3,0,Små,1,3,50,50,0,1,NA,NA
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T08:30:00Z,1,1,0,0,4,4,0,Store,1,5,50,50,20,1,NA,Linje a
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T10:00:00Z,2,1,1,0,4,4,0,Små,1,6,20,20,5,1,NA,Linje a
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T10:05:00Z,3,1,0,0,1,1,0,Store,1,2,20,20,20,1,NA,Linje a
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T10:30:00Z,4,1,1,0,4,4,0,Middels,1,6,10,10,5,1,NA,Linje a
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T10:35:00Z,5,1,1,0,5,5,0,Små,1,7,0,0,10,1,NA,Linje a. Mulig flere
Børgefjell,2,1,1,1991,1991-08-20T22:00:00Z,21.8.,1899-12-30T10:40:00Z,6,1,1,0,7,7,0,Små,1,9,15,15,5,1,NA,Linje a
Børgefjell,2,1,1,1991,1991-08-21T22:00:00Z,22.8.,1899-12-30T08:30:00Z,1,1,1,0,1,1,0,Middels,1,3,50,50,NA,1,NA,Linje b. Sansynligvis flere
Børgefjell,2,1,1,1991,1991-08-21T22:00:00Z,22.8.,1899-12-30T10:20:00Z,2,1,1,0,1,1,0,NA,1,3,100,100,5,1,NA,Linje b. Sansynligvis flere
Børgefjell,2,1,1,1991,1991-08-21T22:00:00Z,22.8.,1899-12-30T12:00:00Z,3,0,0,1,0,0,0,NA,1,1,30,30,3,1,NA,Linje b. 
Børgefjell,2,1,1,1991,1991-08-21T22:00:00Z,22.8.,1899-12-30T13:30:00Z,4,1,1,0,0,0,0,NA,1,2,40,40,NA,1,Støkk,Linje b. Sansynligvis flere
Børgefjell,2,1,1,1991,1991-08-21T22:00:00Z,22.8.,1899-12-30T16:30:00Z,5,1,0,0,2,2,0,Store,1,3,20,20,5,1,NA,Linje b. 
Børgefjell,2,2,2,1991,1991-08-22T22:00:00Z,23.8.,1899-12-30T08:05:00Z,1,0,1,0,5,5,0,Store,1,6,20,20,5,1,NA,NA
Børgefjell,2,2,2,1991,1991-08-22T22:00:00Z,23.8.,1899-12-30T09:15:00Z,2,1,1,0,0,0,0,NA,1,2,40,40,2,1,NA,NA
Børgefjell,2,2,2,1991,1991-08-22T22:00:00Z,23.8.,1899-12-30T10:35:00Z,3,1,0,0,5,5,0,Store,1,6,0,0,2,1,NA,NA
Børgefjell,2,2,2,1991,1991-08-22T22:00:00Z,23.8.,1899-12-30T10:35:00Z,4,1,0,0,0,0,0,NA,1,1,30,30,NA,1,NA,NA
Børgefjell,2,2,2,1991,1991-08-22T22:00:00Z,23.8.,1899-12-30T13:30:00Z,5,0,1,0,4,4,0,Store,1,5,70,70,5,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T08:40:00Z,1,1,1,0,3,3,0,NA,1,8,20,20,2,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T09:10:00Z,2,1,1,0,0,0,0,NA,1,2,0,0,5,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T09:35:00Z,3,1,1,0,1,1,0,NA,1,3,100,100,1,1,Støkk,Trolig flere kyllinger
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T10:05:00Z,4,1,1,0,7,7,0,NA,1,9,50,50,1,1,Støkk,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T10:30:00Z,5,3,0,1,0,0,0,NA,1,4,0,0,2,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T12:10:00Z,6,1,0,0,0,0,0,NA,1,1,15,15,10,1,Støkk,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T13:00:00Z,7,2,0,2,0,0,0,NA,1,4,10,10,2,1,Støkk,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T13:40:00Z,8,0,1,0,7,7,0,NA,1,8,0,0,5,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T14:15:00Z,9,0,1,0,6,6,0,NA,1,7,0,0,5,1,Støkk,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T14:40:00Z,10,1,1,0,9,9,0,NA,1,11,50,50,5,1,Støkk,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T15:15:00Z,11,2,0,1,0,0,0,NA,1,3,30,30,10,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T15:50:00Z,12,0,1,0,7,7,0,NA,1,8,10,10,5,1,NA,NA
Møsvatn,5,1,1,1992,1992-08-04T22:00:00Z,5.8.,1899-12-30T16:15:00Z,13,0,0,1,0,0,0,NA,1,1,0,0,1,1,Støkk,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T07:50:00Z,1,0,1,0,1,1,0,Små,1,2,10,10,0,1,NA,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T09:00:00Z,2,1,1,0,3,3,0,NA,1,5,20,20,2,1,Støkk,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T10:05:00Z,3,0,1,0,7,7,0,NA,1,8,20,20,1,1,NA,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T11:30:00Z,4,1,1,0,8,8,0,NA,1,10,0,0,1,1,Støkk,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T12:10:00Z,5,0,1,0,10,10,0,NA,1,11,20,20,2,1,Støkk,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T13:15:00Z,6,0,1,0,8,8,0,NA,1,9,0,0,4,1,NA,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T13:45:00Z,7,1,0,0,0,0,0,NA,1,1,0,0,2,1,NA,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T14:05:00Z,8,1,1,0,6,6,0,NA,1,8,0,0,2,1,NA,NA
Møsvatn,5,2,2,1992,1992-08-05T22:00:00Z,6.8.,1899-12-30T15:00:00Z,9,1,0,0,0,0,0,NA,1,1,20,20,5,1,NA,NA
Møsvatn,5,3,3,1992,1992-08-06T22:00:00Z,7.8.,1899-12-30T08:55:00Z,1,1,1,0,3,3,0,NA,1,5,0,0,1,1,Støkk,NA
Åmotsdalen,3,1,1,1992,1992-08-16T22:00:00Z,17.8.,1899-12-30T13:00:00Z,1,0,0,2,0,0,0,NA,1,2,100,100,NA,1,Støkk,"Støkk langt ute, antar 100 m"
Åmotsdalen,3,1,1,1992,1992-08-16T22:00:00Z,17.8.,1899-12-30T13:10:00Z,2,0,0,1,0,0,0,NA,1,1,50,50,NA,1,Støkk,Estimert fra kart
Åmotsdalen,3,1,1,1992,1992-08-16T22:00:00Z,17.8.,1899-12-30T13:15:00Z,3,0,0,0,1,1,0,NA,1,1,0,0,4,1,NA,NA
Åmotsdalen,3,1,1,1992,1992-08-16T22:00:00Z,17.8.,1899-12-30T13:30:00Z,4,1,0,1,2,2,0,NA,1,4,20,20,5,1,NA,Trolig flere
Åmotsdalen,3,2,2,1992,1992-08-17T22:00:00Z,18.8.,1899-12-30T09:30:00Z,1,1,1,0,1,1,0,LITEN,1,3,0,0,1,1,NA,NA
Åmotsdalen,3,2,2,1992,1992-08-17T22:00:00Z,18.8.,1899-12-30T10:00:00Z,2,1,0,0,0,0,0,NA,1,1,30,30,2,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T08:00:00Z,1,1,1,0,4,4,0,Store,1,6,30,30,5,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T09:10:00Z,2,1,0,0,1,1,0,NA,1,2,50,50,5,1,NA,Trolig flere
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T09:55:00Z,3,1,1,0,5,5,0,NA,1,7,100,100,2,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T11:30:00Z,4,1,1,0,8,8,0,NA,1,10,40,40,1,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T13:00:00Z,5,1,1,0,0,0,0,NA,1,2,0,0,3,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T14:10:00Z,6,1,0,0,0,0,0,NA,1,1,0,0,10,1,NA,NA
Børgefjell,2,1,1,1992,1992-08-30T22:00:00Z,31.8.,1899-12-30T15:45:00Z,7,1,1,0,6,6,0,NA,1,8,16,16,5,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T09:30:00Z,1,1,1,0,0,0,0,NA,1,2,30,30,5,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T10:30:00Z,2,1,1,0,9,9,0,NA,1,11,0,0,2,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T12:45:00Z,3,0,1,0,7,7,0,Små,1,8,30,30,1,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T13:15:00Z,4,1,1,0,6,6,0,NA,1,8,0,0,2,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T12:15:00Z,5,1,1,0,7,7,0,NA,1,9,50,50,NA,1,Støkk,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T14:20:00Z,6,1,1,0,6,6,0,NA,1,8,0,0,3,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T14:40:00Z,7,0,1,0,7,7,0,NA,1,8,30,30,1,1,NA,NA
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T15:20:00Z,8,1,1,0,5,5,0,NA,1,7,100,100,NA,1,Støkk,"Støkk langt ute, antar 100 m"
Børgefjell,2,3,3,1992,1992-08-31T22:00:00Z,1.9.,1899-12-30T15:50:00Z,9,1,1,0,1,1,0,Små,1,3,0,0,3,1,NA,Trolig flere
Børgefjell,2,2,2,1992,1992-09-01T22:00:00Z,2.9.,1899-12-30T07:15:00Z,1,0,1,0,4,4,0,NA,1,5,0,0,2,1,Støkk,Trolig flere
Børgefjell,2,2,2,1992,1992-09-01T22:00:00Z,2.9.,1899-12-30T10:40:00Z,2,0,1,0,6,6,0,NA,1,7,30,30,4,1,NA,NA
Børgefjell,2,2,2,1992,1992-09-01T22:00:00Z,2.9.,1899-12-30T11:10:00Z,3,1,0,0,5,5,0,NA,1,6,0,0,1,1,NA,Trolig flere
Børgefjell,2,2,2,1992,1992-09-01T22:00:00Z,2.9.,1899-12-30T13:10:00Z,4,1,1,0,6,6,0,NA,1,8,50,50,2,1,Støkk,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T10:45:00Z,1,0,1,0,4,4,0,NA,1,5,50,50,2,1,Stand,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T11:00:00Z,2,1,0,0,3,3,0,NA,1,4,10,10,1,1,Støkk,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T12:45:00Z,3,0,1,0,1,1,0,NA,1,2,0,0,2,1,Støkk,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T13:20:00Z,4,0,1,0,3,3,0,NA,5,4,50,50,2,1,Stand,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T15:05:00Z,5,1,0,1,0,0,0,NA,1,2,100,100,5,1,NA,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T15:20:00Z,6,0,1,0,12,12,0,Små,1,13,0,0,1,1,NA,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T16:00:00Z,7,0,0,1,5,5,0,NA,1,6,0,0,1,1,NA,NA
Møsvatn,5,3,3,1993,1993-08-07T22:00:00Z,8.8.,1899-12-30T17:10:00Z,8,1,1,0,8,8,0,NA,1,10,40,40,2,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T08:20:00Z,1,0,1,0,9,9,0,NA,1,10,30,30,4,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T09:20:00Z,2,1,1,0,3,3,0,Små,1,5,0,0,5,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T10:50:00Z,3,1,1,0,6,6,0,NA,1,8,30,30,2,1,Støkk,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T14:00:00Z,4,0,0,0,3,3,0,NA,1,3,50,50,1,1,NA,Trolig flere
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T15:10:00Z,5,1,1,0,0,0,0,NA,1,2,0,0,3,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T15:30:00Z,6,1,1,0,8,8,0,NA,1,10,20,20,4,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T16:05:00Z,7,1,0,0,2,2,0,NA,1,3,0,0,1,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T16:30:00Z,8,0,0,1,4,4,0,NA,1,5,0,0,2,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T18:30:00Z,10,0,1,0,5,5,0,NA,1,6,100,100,2,1,NA,NA
Møsvatn,5,1,1,1993,1993-08-09T22:00:00Z,10.8.,1899-12-30T19:05:00Z,11,1,1,0,10,10,0,NA,1,12,0,0,2,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T10:00:00Z,1,1,0,0,0,0,0,NA,1,1,10,10,10,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T10:25:00Z,2,1,0,0,5,5,0,NA,1,6,0,0,1,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T11:00:00Z,3,2,0,0,0,0,0,NA,1,2,50,50,2,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T11:35:00Z,4,1,0,0,2,2,0,NA,1,3,25,25,2,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T11:40:00Z,5,1,1,0,7,7,0,NA,1,9,0,0,1,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T15:20:00Z,6,1,1,0,9,9,0,NA,1,11,0,0,NA,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T15:55:00Z,7,0,1,0,4,4,0,NA,1,5,20,20,3,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T16:45:00Z,8,1,1,0,4,4,0,NA,1,6,0,0,2,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T17:40:00Z,9,0,1,0,6,6,0,NA,1,7,50,50,1,1,NA,NA
Møsvatn,5,2,2,1993,1993-08-10T22:00:00Z,11.8.,1899-12-30T18:30:00Z,10,1,0,0,0,0,0,NA,1,1,0,0,1,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T08:30:00Z,1,1,0,0,0,0,4,NA,1,5,30,30,10,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T09:20:00Z,2,1,0,0,0,0,0,NA,1,1,0,0,5,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T10:20:00Z,3,1,0,0,2,2,0,NA,1,3,100,100,6,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T11:15:00Z,4,1,0,0,0,0,0,NA,1,1,20,20,NA,1,Støkk,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T11:50:00Z,5,3,0,4,0,0,0,NA,1,7,45,45,5,1,NA,Sansynlig voksne
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T12:10:00Z,6,1,0,0,0,0,0,NA,1,1,0,0,10,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T13:20:00Z,7,0,1,0,1,1,0,Små,1,2,50,50,5,1,Støkk,Trolig flere
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T15:00:00Z,8,1,1,0,6,6,0,NA,1,8,30,30,10,1,NA,NA
Børgefjell,2,1,1,1993,1993-08-16T22:00:00Z,17.8.,1899-12-30T16:20:00Z,9,1,1,0,6,6,0,NA,1,8,50,50,5,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T07:20:00Z,1,1,1,0,8,8,0,Små,1,10,0,0,8,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T08:30:00Z,2,0,0,2,0,0,0,NA,1,2,0,0,5,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T08:55:00Z,3,1,1,0,3,3,0,Små,1,5,0,0,2,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T09:50:00Z,4,0,1,0,2,2,0,Små,1,3,0,0,1,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T12:40:00Z,5,1,0,0,0,0,0,NA,1,1,100,100,2,1,Støkk,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T13:20:00Z,6,1,1,0,9,9,0,Store,1,11,5,5,5,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T13:45:00Z,7,2,2,0,14,14,0,Store,1,18,20,20,2,1,NA,NA
Børgefjell,2,3,3,1993,1993-08-17T22:00:00Z,18.8.,1899-12-30T14:30:00Z,9,1,1,0,10,10,0,Store,1,12,60,60,3,1,NA,NA
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T07:55:00Z,1,1,1,0,4,4,0,Små,1,6,0,0,5,1,NA,NA
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T08:10:00Z,2,0,0,1,1,1,0,NA,1,2,70,70,2,1,NA,Trolig flere
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T09:05:00Z,3,1,1,0,5,5,0,NA,2,7,0,0,5,1,NA,NA
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T11:45:00Z,4,0,1,0,3,3,0,NA,1,4,0,0,6,1,NA,NA
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T12:20:00Z,5,1,1,0,7,7,0,NA,1,9,30,30,10,1,NA,NA
Børgefjell,2,2,2,1993,1993-08-18T22:00:00Z,19.8.,1899-12-30T13:45:00Z,6,0,1,0,0,0,0,NA,6,1,30,30,2,1,NA,Røy
Åmotsdalen,3,2,2,1993,1993-08-23T22:00:00Z,24.8.,1899-12-30T10:30:00Z,1,0,0,0,1,1,0,Små,1,1,50,50,1,1,NA,NA
Åmotsdalen,3,2,2,1993,1993-08-23T22:00:00Z,24.8.,1899-12-30T14:00:00Z,2,1,0,0,2,2,0,NA,1,3,200,200,1,1,NA,NA
Åmotsdalen,3,1,1,1993,1993-08-24T22:00:00Z,25.8.,1899-12-30T12:20:00Z,1,0,1,0,3,3,0,NA,1,4,30,30,2,1,NA,NA
Åmotsdalen,3,1,1,1993,1993-08-24T22:00:00Z,25.8.,1899-12-30T13:00:00Z,2,0,1,0,4,4,0,NA,1,5,250,250,3,1,NA,NA
Møsvatn,5,3,3,1994,1994-08-06T22:00:00Z,7.8.,1899-12-30T11:10:00Z,1,1,0,0,0,0,0,NA,5,1,10,10,5,1,Stand,NA
Møsvatn,5,3,3,1994,1994-08-06T22:00:00Z,7.8.,1899-12-30T18:00:00Z,5,0,1,0,0,0,0,NA,1,1,0,0,10,1,NA,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T08:30:00Z,1,1,0,0,0,0,1,NA,1,2,100,100,NA,1,NA,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T09:25:00Z,2,1,1,0,0,0,0,NA,1,2,100,100,NA,1,NA,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T09:50:00Z,3,1,0,0,0,0,0,NA,1,1,10,10,NA,1,NA,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T10:15:00Z,4,1,1,0,3,3,0,Små,1,5,25,25,2,1,NA,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T10:35:00Z,5,1,0,0,0,0,0,NA,1,1,50,50,NA,1,Støkk,NA
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T15:20:00Z,6,0,1,0,1,1,0,Små,1,2,30,30,2,1,NA,Trolig flere
Møsvatn,5,1,1,1994,1994-08-07T22:00:00Z,8.8.,1899-12-30T16:20:00Z,7,1,1,0,0,0,0,NA,1,2,0,0,NA,1,Støkk,NA
Møsvatn,5,2,2,1994,1994-08-08T22:00:00Z,9.8.,1899-12-30T15:20:00Z,2,1,1,0,5,5,0,NA,1,7,20,20,2,1,NA,NA
Åmotsdalen,3,2,2,1994,1994-08-21T22:00:00Z,22.8.,1899-12-30T14:20:00Z,1,0,0,2,0,0,0,NA,1,2,90,90,5,1,NA,NA
Åmotsdalen,3,1,1,1994,1994-08-22T22:00:00Z,23.8.,1899-12-30T08:35:00Z,1,1,1,0,5,5,0,Små,1,7,75,75,1,1,NA,NA
Åmotsdalen,3,1,1,1994,1994-08-22T22:00:00Z,23.8.,1899-12-30T10:30:00Z,2,1,1,0,4,4,0,Store,1,6,60,60,1,1,NA,NA
Åmotsdalen,3,1,1,1994,1994-08-22T22:00:00Z,23.8.,1899-12-30T11:05:00Z,3,0,1,0,0,0,2,NA,1,3,0,0,NA,1,Støkk,Trolig flere
Åmotsdalen,3,1,1,1994,1994-08-22T22:00:00Z,23.8.,1899-12-30T14:20:00Z,5,0,1,0,3,3,0,Små,1,4,10,10,NA,1,NA,Trolig flere
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T11:30:00Z,1,1,1,0,0,0,0,NA,1,2,40,40,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T11:40:00Z,2,0,0,1,3,3,0,NA,1,4,10,10,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T12:20:00Z,3,1,0,0,0,0,0,NA,1,1,20,20,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T12:45:00Z,4,1,1,0,4,4,0,NA,1,6,100,100,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T15:00:00Z,5,0,0,1,0,0,0,NA,1,1,20,20,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T15:30:00Z,6,0,0,1,0,0,0,NA,1,1,30,30,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T15:45:00Z,7,0,0,1,0,0,0,NA,1,1,10,10,NA,1,NA,NA
Børgefjell,2,3,3,1994,1994-08-28T22:00:00Z,29.8.,1899-12-30T16:45:00Z,8,0,1,0,6,6,0,NA,1,7,20,20,NA,1,NA,NA
